Customer ID,Tenure Months,Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase (Thou. IDR),Churn Label,Longitude,Latitude,CLTV (Predicted Thou. IDR),Cluster Label
2830,24,Jakarta,Mid End,Yes,Yes,Yes,No,Yes,Yes,Pulsa,74.88000000000001,No,106.816666,-6.2,7309.900000000001,1
2831,72,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Credit,143.78,No,106.816666,-6.2,7077.2,1
2832,66,Jakarta,Mid End,Yes,Yes,No,Yes,No,No,Credit,75.66000000000001,No,106.816666,-6.2,6906.900000000001,0
2833,45,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,Yes,Digital Wallet,105.3,No,106.816666,-6.2,3814.2000000000003,1
2834,69,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.61,No,106.816666,-6.2,5370.3,2
2835,28,Jakarta,Mid End,No,No,Yes,No,Yes,No,Debit,77.41499999999999,No,106.816666,-6.2,4360.2,0
2836,36,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,Yes,Digital Wallet,98.215,No,106.816666,-6.2,4205.5,1
2837,42,Jakarta,Mid End,No,Yes,Yes,No,No,Yes,Credit,58.63,No,106.816666,-6.2,4997.2,1
2838,48,Jakarta,Mid End,Yes,No,No,Yes,No,Yes,Debit,92.23500000000001,No,106.816666,-6.2,3467.1,0
2839,11,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,27.169999999999998,No,106.816666,-6.2,6966.7,2
2840,7,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.935,No,106.816666,-6.2,4330.3,2
2841,3,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,31.980000000000004,No,106.816666,-6.2,7482.8,2
2842,8,Jakarta,Mid End,Yes,No,Yes,No,No,Yes,Pulsa,86.71000000000001,No,106.816666,-6.2,5837.0,0
2843,32,Jakarta,High End,Yes,Yes,Yes,No,No,Yes,Digital Wallet,123.24,No,106.816666,-6.2,6874.400000000001,1
2844,60,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,No,Debit,85.60499999999999,No,106.816666,-6.2,5268.900000000001,0
2845,10,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.935,No,106.816666,-6.2,4980.3,2
2846,71,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,32.045,No,106.816666,-6.2,5219.5,2
2847,43,Jakarta,Mid End,Yes,Yes,No,Yes,Yes,No,Debit,66.625,No,106.816666,-6.2,7352.8,0
2848,23,Jakarta,Mid End,No,No,Yes,Yes,No,No,Pulsa,70.525,No,106.816666,-6.2,6682.0,0
2849,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.22,No,106.816666,-6.2,7017.400000000001,2
2850,22,Jakarta,Mid End,Yes,No,No,Yes,No,No,Credit,73.125,No,106.816666,-6.2,4852.900000000001,0
2851,1,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,32.695,No,106.816666,-6.2,4566.900000000001,0
2852,69,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,31.135,No,106.816666,-6.2,7876.7,2
2853,50,Jakarta,Mid End,Yes,No,No,Yes,No,No,Digital Wallet,46.02,No,106.816666,-6.2,6567.6,0
2854,15,Jakarta,High End,No,Yes,No,No,No,No,Debit,97.955,No,106.816666,-6.2,6358.3,3
2855,31,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.52,No,106.816666,-6.2,6971.900000000001,2
2856,0,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,No,Credit,72.865,No,106.816666,-6.2,6162.0,1
2857,8,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.0,No,106.816666,-6.2,4013.1000000000004,2
2858,64,Jakarta,Mid End,Yes,No,Yes,No,Yes,Yes,Credit,94.965,No,106.816666,-6.2,5869.5,1
2859,28,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.650000000000002,No,106.816666,-6.2,6688.5,2
2860,57,Jakarta,High End,No,No,Yes,No,Yes,Yes,Credit,130.975,No,106.816666,-6.2,8260.2,1
2861,19,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.935,No,106.816666,-6.2,3680.3,2
2862,51,Jakarta,Mid End,No,Yes,No,No,Yes,Yes,Pulsa,64.545,No,106.816666,-6.2,7186.400000000001,1
2863,67,Jakarta,Mid End,Yes,Yes,Yes,No,No,No,Digital Wallet,85.34500000000001,No,106.816666,-6.2,7073.3,0
2864,11,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,26.585,No,106.816666,-6.2,3387.8,2
2865,72,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,Yes,Debit,79.235,No,106.816666,-6.2,5391.1,1
2866,66,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,26.455000000000002,No,106.816666,-6.2,6298.5,2
2867,9,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,25.35,No,106.816666,-6.2,5567.900000000001,2
2868,9,Jakarta,High End,No,No,No,No,No,No,Credit,97.76,No,106.816666,-6.2,7593.3,3
2869,48,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Debit,144.88500000000002,No,106.816666,-6.2,3014.7000000000003,1
2870,10,Jakarta,High End,No,No,No,No,No,No,Digital Wallet,91.19500000000001,No,106.816666,-6.2,5151.900000000001,3
2871,72,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,119.60000000000001,No,106.816666,-6.2,8364.2,1
2872,51,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,111.15,No,106.816666,-6.2,8139.3,1
2873,61,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,106.79500000000002,No,106.816666,-6.2,5525.0,3
2874,54,Jakarta,High End,Yes,No,Yes,Yes,No,No,Pulsa,109.72000000000001,No,106.816666,-6.2,5400.2,0
2875,33,Jakarta,Mid End,Yes,Yes,No,No,No,No,Digital Wallet,79.17,No,106.816666,-6.2,3911.7000000000003,0
2876,27,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.325,No,106.816666,-6.2,6825.0,2
2877,23,Jakarta,High End,No,Yes,No,No,Yes,Yes,Digital Wallet,123.89,No,106.816666,-6.2,6537.7,3
2878,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.805000000000003,No,106.816666,-6.2,6292.0,2
2879,45,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Digital Wallet,109.655,No,106.816666,-6.2,4423.900000000001,1
2880,39,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.805000000000003,No,106.816666,-6.2,3941.6,2
2881,72,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,No,Debit,106.99,No,106.816666,-6.2,5410.6,1
2882,58,Jakarta,Mid End,No,Yes,No,No,Yes,No,Debit,86.84,No,106.816666,-6.2,8362.9,0
2883,70,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,No,Debit,57.980000000000004,No,106.816666,-6.2,5774.6,0
2884,61,Jakarta,High End,No,Yes,No,Yes,Yes,Yes,Debit,127.98500000000001,No,106.816666,-6.2,5200.0,1
2885,2,Jakarta,High End,No,No,No,No,No,No,Digital Wallet,91.91000000000001,No,106.816666,-6.2,3104.4,3
2886,46,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.435,No,106.816666,-6.2,5172.7,2
2887,48,Jakarta,High End,Yes,No,Yes,Yes,Yes,Yes,Credit,133.25,No,106.816666,-6.2,4240.6,1
2888,64,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,Yes,Credit,112.515,No,106.816666,-6.2,6414.2,1
2889,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,31.590000000000003,No,106.816666,-6.2,6708.0,2
2890,12,Jakarta,Mid End,No,No,Yes,No,Yes,No,Credit,75.855,No,106.816666,-6.2,6588.400000000001,0
2891,72,Jakarta,Mid End,Yes,Yes,Yes,No,No,Yes,Credit,89.375,No,106.816666,-6.2,5856.5,1
2892,29,Jakarta,High End,No,Yes,Yes,No,No,No,Pulsa,111.54,No,106.816666,-6.2,3338.4,3
2893,33,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.130000000000003,No,106.816666,-6.2,4726.8,2
2894,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.455000000000002,No,106.816666,-6.2,7506.2,2
2895,62,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,144.04,No,106.816666,-6.2,5597.8,1
2896,4,Jakarta,High End,No,No,Yes,No,No,Yes,Credit,107.705,No,106.816666,-6.2,4100.2,3
2897,24,Jakarta,High End,Yes,No,No,Yes,No,No,Pulsa,109.655,No,106.816666,-6.2,2857.4,0
2898,14,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.415000000000003,No,106.816666,-6.2,7306.0,2
2899,3,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.935,No,106.816666,-6.2,5759.0,2
2900,8,Jakarta,Mid End,No,No,No,No,Yes,Yes,Pulsa,86.125,No,106.816666,-6.2,3933.8,3
2901,35,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,30.290000000000003,No,106.816666,-6.2,3140.8,2
2902,66,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,32.89,No,106.816666,-6.2,7824.7,2
2903,8,Jakarta,Mid End,Yes,No,No,Yes,No,Yes,Digital Wallet,57.915,No,106.816666,-6.2,7135.7,0
2904,71,Jakarta,High End,Yes,No,Yes,No,Yes,Yes,Credit,135.32999999999998,No,106.816666,-6.2,6103.5,1
2905,43,Jakarta,High End,No,No,Yes,No,No,Yes,Debit,120.315,No,106.816666,-6.2,5008.900000000001,3
2906,29,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Debit,131.88500000000002,No,106.816666,-6.2,6870.5,1
2907,65,Jakarta,High End,Yes,Yes,Yes,Yes,No,No,Credit,122.915,No,106.816666,-6.2,5983.900000000001,1
2908,35,Jakarta,High End,No,No,Yes,Yes,Yes,No,Pulsa,124.15,No,106.816666,-6.2,4829.5,3
2909,64,Jakarta,High End,Yes,Yes,No,No,Yes,Yes,Credit,130.39000000000001,No,106.816666,-6.2,6481.8,1
2910,58,Jakarta,Mid End,No,No,Yes,Yes,Yes,Yes,Credit,72.15,No,106.816666,-6.2,5304.0,1
2911,18,Jakarta,Mid End,No,Yes,No,No,No,No,Credit,64.805,No,106.816666,-6.2,4267.900000000001,0
2912,67,Jakarta,High End,No,Yes,No,No,No,Yes,Debit,116.415,No,106.816666,-6.2,7944.3,1
2913,63,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.895,No,106.816666,-6.2,8284.9,2
2914,60,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,129.74,No,106.816666,-6.2,8076.900000000001,1
2915,70,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,146.965,No,106.816666,-6.2,5463.900000000001,1
2916,48,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.935,No,106.816666,-6.2,4414.8,2
2917,12,Jakarta,Mid End,No,No,Yes,Yes,Yes,Yes,Pulsa,96.39500000000001,No,106.816666,-6.2,7053.8,1
2918,71,Jakarta,High End,Yes,Yes,Yes,Yes,No,No,Pulsa,119.60000000000001,No,106.816666,-6.2,5618.6,1
2919,44,Jakarta,High End,No,No,Yes,No,No,No,Pulsa,96.005,No,106.816666,-6.2,5686.2,3
2920,45,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,31.785,No,106.816666,-6.2,4661.8,2
2921,23,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,32.24,No,106.816666,-6.2,5722.6,2
2922,43,Jakarta,Mid End,No,No,No,Yes,Yes,No,Debit,84.30499999999999,No,106.816666,-6.2,5200.0,0
2923,35,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.975,No,106.816666,-6.2,7638.8,2
2924,9,Jakarta,Mid End,Yes,Yes,No,Yes,Yes,No,Digital Wallet,89.635,No,106.816666,-6.2,3187.6,0
2925,65,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Credit,142.22,No,106.816666,-6.2,5787.6,1
2926,27,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,63.7,No,106.816666,-6.2,7056.400000000001,0
2927,40,Jakarta,Mid End,No,No,Yes,No,No,No,Digital Wallet,65.325,No,106.816666,-6.2,3183.7000000000003,0
2928,8,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.869999999999997,No,106.816666,-6.2,4097.6,2
2929,58,Jakarta,High End,No,Yes,No,No,Yes,Yes,Debit,127.14,No,106.816666,-6.2,7824.7,1
2930,52,Jakarta,High End,Yes,No,Yes,No,Yes,Yes,Pulsa,130.39000000000001,No,106.816666,-6.2,6254.3,1
2931,3,Jakarta,Mid End,No,No,Yes,Yes,No,No,Digital Wallet,72.53999999999999,No,106.816666,-6.2,3460.6,0
2932,41,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Pulsa,144.495,No,106.816666,-6.2,6549.400000000001,1
2933,20,Jakarta,High End,No,No,No,Yes,Yes,Yes,Digital Wallet,128.115,No,106.816666,-6.2,4290.0,3
2934,1,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,65.065,No,106.816666,-6.2,7179.900000000001,0
2935,23,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,27.105000000000004,No,106.816666,-6.2,5541.900000000001,2
2936,6,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.35,No,106.816666,-6.2,4274.400000000001,2
2937,8,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.155,No,106.816666,-6.2,7040.8,2
2938,18,Jakarta,Mid End,Yes,No,Yes,No,Yes,No,Digital Wallet,90.35000000000001,No,106.816666,-6.2,5805.8,0
2939,52,Jakarta,Mid End,Yes,No,No,No,Yes,Yes,Credit,63.44,No,106.816666,-6.2,6324.5,1
2940,31,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,122.85000000000001,No,106.816666,-6.2,5133.7,3
2941,29,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.845,No,106.816666,-6.2,6067.1,2
2942,36,Jakarta,High End,Yes,Yes,Yes,Yes,No,Yes,Credit,137.865,No,106.816666,-6.2,5856.5,1
2943,42,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Pulsa,140.79,No,106.816666,-6.2,6637.8,1
2944,60,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,129.54500000000002,No,106.816666,-6.2,6000.8,1
2945,22,Jakarta,High End,Yes,No,No,Yes,Yes,No,Credit,124.67000000000002,No,106.816666,-6.2,4169.1,3
2946,36,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.0,No,106.816666,-6.2,5427.5,2
2947,9,Jakarta,Mid End,Yes,No,No,Yes,No,Yes,Digital Wallet,84.435,No,106.816666,-6.2,3916.9,0
2948,1,Jakarta,High End,No,Yes,No,No,No,No,Credit,96.97999999999999,No,106.816666,-6.2,7142.2,3
2949,12,Jakarta,Mid End,Yes,No,No,No,No,No,Pulsa,63.96000000000001,No,106.816666,-6.2,4656.6,0
2950,23,Jakarta,Mid End,No,No,No,Yes,Yes,Yes,Digital Wallet,95.875,No,106.816666,-6.2,4527.900000000001,3
2951,62,Jakarta,High End,Yes,Yes,No,No,No,Yes,Debit,119.99,No,106.816666,-6.2,8408.4,1
2952,8,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.96,No,106.816666,-6.2,3742.7000000000003,2
2953,31,Jakarta,High End,No,No,Yes,No,Yes,No,Credit,115.245,No,106.816666,-6.2,6267.3,3
2954,45,Jakarta,High End,No,Yes,Yes,No,No,Yes,Debit,124.73500000000001,No,106.816666,-6.2,6918.6,1
2955,69,Jakarta,High End,No,Yes,No,Yes,Yes,Yes,Credit,137.02,No,106.816666,-6.2,7107.1,1
2956,2,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.325,No,106.816666,-6.2,7456.8,2
2957,44,Jakarta,Mid End,No,No,Yes,No,Yes,Yes,Pulsa,63.765,No,106.816666,-6.2,5083.0,3
2958,39,Jakarta,Mid End,No,No,Yes,Yes,No,No,Digital Wallet,46.214999999999996,No,106.816666,-6.2,4877.6,0
2959,72,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,84.63,No,106.816666,-6.2,6459.7,1
2960,13,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,125.905,No,106.816666,-6.2,4027.4,3
2961,51,Jakarta,Mid End,Yes,Yes,No,Yes,No,Yes,Credit,90.675,No,106.816666,-6.2,7316.400000000001,0
2962,71,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,128.96,No,106.816666,-6.2,6436.3,1
2963,56,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,138.84,No,106.816666,-6.2,8009.3,1
2964,1,Jakarta,Mid End,Yes,No,No,No,No,No,Digital Wallet,66.625,No,106.816666,-6.2,5827.900000000001,0
2965,23,Jakarta,Mid End,Yes,Yes,No,Yes,No,No,Digital Wallet,75.075,No,106.816666,-6.2,4932.2,0
2966,66,Jakarta,Mid End,No,Yes,Yes,No,Yes,No,Debit,92.10499999999999,No,106.816666,-6.2,7243.6,1
2967,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.415000000000003,No,106.816666,-6.2,7475.0,2
2968,11,Jakarta,High End,Yes,No,Yes,No,No,No,Debit,103.35000000000001,No,106.816666,-6.2,2961.4,0
2969,52,Jakarta,High End,Yes,Yes,Yes,No,No,Yes,Debit,127.59500000000001,No,106.816666,-6.2,6659.900000000001,1
2970,3,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,26.325,No,106.816666,-6.2,5265.0,2
2971,51,Jakarta,High End,Yes,Yes,No,No,No,No,Debit,102.89500000000001,No,106.816666,-6.2,8217.300000000001,0
2972,64,Jakarta,High End,No,Yes,Yes,No,No,Yes,Pulsa,122.525,No,106.816666,-6.2,7826.0,1
2973,37,Jakarta,Mid End,No,No,Yes,No,No,Yes,Credit,52.260000000000005,No,106.816666,-6.2,7701.2,0
2974,13,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.935,No,106.816666,-6.2,3749.2000000000003,2
2975,49,Jakarta,Mid End,Yes,No,No,No,No,No,Pulsa,71.955,No,106.816666,-6.2,7281.3,0
2976,45,Jakarta,High End,No,No,Yes,No,Yes,Yes,Debit,132.79500000000002,No,106.816666,-6.2,7008.3,1
2977,18,Jakarta,High End,No,No,No,No,No,No,Pulsa,92.42999999999999,No,106.816666,-6.2,6384.3,3
2978,68,Jakarta,Mid End,Yes,No,Yes,No,Yes,Yes,Debit,70.33,No,106.816666,-6.2,5981.3,1
2979,54,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.544999999999998,No,106.816666,-6.2,7420.400000000001,2
2980,23,Jakarta,High End,No,Yes,Yes,No,No,Yes,Debit,114.98500000000001,No,106.816666,-6.2,5118.1,1
2981,71,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,Yes,Credit,104.52000000000001,No,106.816666,-6.2,6796.400000000001,1
2982,67,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.025000000000002,No,106.816666,-6.2,6700.2,2
2983,14,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,110.24,No,106.816666,-6.2,3187.6,3
2984,63,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.35,No,106.816666,-6.2,5681.0,2
2985,41,Jakarta,Mid End,No,No,Yes,Yes,No,Yes,Pulsa,89.17999999999999,No,106.816666,-6.2,5943.6,3
2986,17,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,120.38,No,106.816666,-6.2,6182.8,3
2987,56,Jakarta,High End,Yes,No,No,No,Yes,Yes,Pulsa,130.715,No,106.816666,-6.2,6301.1,3
2988,5,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.715000000000003,No,106.816666,-6.2,7757.1,2
2989,3,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.480000000000004,No,106.816666,-6.2,3823.3,2
2990,37,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,No,Pulsa,87.685,No,106.816666,-6.2,6554.6,0
2991,8,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,56.614999999999995,No,106.816666,-6.2,4245.8,0
2992,63,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Credit,142.805,No,106.816666,-6.2,7507.5,1
2993,7,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.845,No,106.816666,-6.2,5275.400000000001,2
2994,3,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,124.02000000000001,No,106.816666,-6.2,3656.9,3
2995,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,27.3,No,106.816666,-6.2,6466.2,2
2996,19,Jakarta,Mid End,No,No,No,No,No,Yes,Pulsa,73.06,No,106.816666,-6.2,4399.2,3
2997,59,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,23.919999999999998,No,106.816666,-6.2,5687.5,2
2998,35,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,33.475,No,106.816666,-6.2,5452.2,2
2999,14,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.480000000000004,No,106.816666,-6.2,3701.1,2
3000,69,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.740000000000002,No,106.816666,-6.2,7049.900000000001,2
3001,7,Jakarta,Mid End,Yes,Yes,No,Yes,No,No,Pulsa,83.46000000000001,No,106.816666,-6.2,6650.8,0
3002,69,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,No,Debit,98.47500000000001,No,106.816666,-6.2,7590.7,1
3003,72,Jakarta,Mid End,No,Yes,No,Yes,Yes,Yes,Pulsa,102.635,No,106.816666,-6.2,6565.0,1
3004,4,Bandung,Mid End,Yes,No,No,No,No,No,Pulsa,65.39,No,107.60981,-6.914744,4091.1000000000004,0
3005,63,Bandung,High End,No,Yes,Yes,No,No,No,Credit,104.39,No,107.60981,-6.914744,6704.1,1
3006,72,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.805000000000003,No,107.60981,-6.914744,6227.0,2
3007,46,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,27.430000000000003,No,107.60981,-6.914744,6228.3,2
3008,30,Bandung,Mid End,No,No,Yes,No,No,No,Digital Wallet,65.0,No,107.60981,-6.914744,6129.5,0
3009,63,Bandung,High End,No,Yes,Yes,No,Yes,Yes,Debit,136.175,No,107.60981,-6.914744,7646.6,1
3010,60,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.805000000000003,No,107.60981,-6.914744,8076.900000000001,2
3011,25,Bandung,High End,No,No,No,Yes,Yes,No,Pulsa,111.67000000000002,No,107.60981,-6.914744,4098.900000000001,3
3012,6,Bandung,High End,No,No,Yes,No,No,No,Pulsa,105.04,No,107.60981,-6.914744,7294.3,3
3013,22,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.825,No,107.60981,-6.914744,4423.900000000001,2
3014,31,Bandung,Mid End,No,Yes,No,Yes,Yes,Yes,Debit,104.715,No,107.60981,-6.914744,4538.3,1
3015,39,Bandung,High End,No,No,Yes,Yes,No,No,Debit,105.95,No,107.60981,-6.914744,2654.6,3
3016,26,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,27.169999999999998,No,107.60981,-6.914744,7663.5,2
3017,12,Bandung,Mid End,Yes,Yes,No,Yes,No,No,Pulsa,87.425,No,107.60981,-6.914744,5634.2,0
3018,2,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.455000000000002,No,107.60981,-6.914744,7792.2,2
3019,39,Bandung,Mid End,Yes,No,No,Yes,Yes,No,Debit,58.565,No,107.60981,-6.914744,5203.900000000001,0
3020,7,Bandung,Mid End,Yes,No,No,Yes,No,No,Digital Wallet,45.045,No,107.60981,-6.914744,7794.8,0
3021,4,Bandung,High End,No,No,No,No,No,No,Pulsa,90.155,No,107.60981,-6.914744,5382.0,3
3022,55,Bandung,High End,No,Yes,Yes,No,No,No,Pulsa,106.015,No,107.60981,-6.914744,6717.1,3
3023,72,Bandung,Mid End,No,Yes,Yes,No,Yes,Yes,Debit,98.02000000000001,No,107.60981,-6.914744,5422.3,1
3024,10,Bandung,Mid End,No,No,Yes,No,Yes,Yes,Credit,88.14,No,107.60981,-6.914744,3521.7000000000003,1
3025,11,Bandung,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,144.82000000000002,No,107.60981,-6.914744,4127.5,1
3026,15,Bandung,Mid End,No,No,No,No,No,No,Pulsa,60.19,No,107.60981,-6.914744,4033.9,0
3027,23,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.52,No,107.60981,-6.914744,6107.400000000001,2
3028,1,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.065,No,107.60981,-6.914744,5487.3,2
3029,47,Bandung,High End,Yes,Yes,Yes,No,No,Yes,Pulsa,124.92999999999999,No,107.60981,-6.914744,7530.900000000001,1
3030,15,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.544999999999998,No,107.60981,-6.914744,6263.400000000001,2
3031,68,Bandung,Mid End,No,Yes,Yes,Yes,No,No,Debit,78.845,No,107.60981,-6.914744,8343.4,0
3032,21,Bandung,Mid End,No,Yes,Yes,No,No,Yes,Debit,93.21000000000001,No,107.60981,-6.914744,3619.2000000000003,1
3033,21,Bandung,Mid End,No,Yes,No,Yes,No,No,Digital Wallet,46.800000000000004,No,107.60981,-6.914744,4391.400000000001,0
3034,56,Bandung,Mid End,Yes,No,No,No,Yes,No,Debit,84.76,No,107.60981,-6.914744,6207.5,0
3035,6,Bandung,Mid End,No,No,No,No,No,No,Credit,63.635000000000005,No,107.60981,-6.914744,3979.3,0
3036,65,Bandung,Mid End,No,Yes,Yes,No,Yes,Yes,Debit,69.55,No,107.60981,-6.914744,7400.900000000001,1
3037,42,Bandung,Mid End,Yes,No,No,Yes,Yes,Yes,Credit,104.58500000000001,No,107.60981,-6.914744,5716.1,1
